IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus
32647732,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.26172432,-85.50230583,28.141,12/27/23 0:00,822.0,2,2,0,0,CLEAR,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,12/29/23 7:45,False,7772,Accepted
32660684,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 EB,,,,,,,,,38.22281442,-85.51248812,18.601,12/27/23 0:00,1135.0,2,2,0,1,CLEAR,DRY,True,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,1/2/24 9:16,False,8461,Accepted
32636060,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,,,,,37.8970622,-85.69873147,109.723,12/26/23 0:00,30.0,1,1,0,0,CLEAR,WET,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,12/26/23 7:00,False,1323,Accepted
32731609,150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.8255934,-85.72316769,104.524,12/26/23 0:00,1151.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,1/16/24 14:09,False,601,Accepted
32645037,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND107,I 0065,I65 TURN AROUND109,37.87467148,-85.70275643,108.147,12/24/23 0:00,1437.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/23 13:25,False,1113,Accepted
32634337,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.88674964,-85.69886143,109.001,12/22/23 0:00,1753.0,1,1,0,1,CLEAR,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/25/23 0:29,False,1170,Accepted
32639784,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,I 0064,I64 EB EXIT19A RAMP TO I265 SB,,,,,38.21865945,-85.50612579,25.168,12/22/23 0:00,1142.0,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/27/23 7:25,False,7751,Accepted
32643976,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,,,,,,,38.24369847,-85.50370141,26.896,12/22/23 0:00,1302.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/23 7:29,False,8461,Accepted
32630843,150100,SHEPHERDSVILLE POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 SB,,,,,,,,,37.93900206,-85.68861875,112.777,12/22/23 0:00,1350.0,2,2,0,2,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/23/23 14:36,False,76,Accepted
32704091,430000,GRAYSON COUNTY SHERIFF DEPT.,Accepted,GRAYSON,KY0259,,ANNETA,RD,,,MCGREW CHURCH,,,,,37.36162659,-86.24169067,2.533,12/22/23 0:00,1053.0,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/9/24 10:01,False,102,Accepted
32630613,300000,DAVIESS COUNTY SHERIFF DEPT.,Accepted,DAVIESS,AU9005,2000 BLK,AU9005 W,,,,,,,,,37.76247294,-87.23459964,19.52,12/21/23 0:00,1024.0,2,2,0,2,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/23/23 10:53,False,1114,Accepted
32676754,KSP1100,KY STATE POLICE POST 11,Accepted,ROCKCASTLE,I 0075,,I75 N,,,,,,,,,37.31005825,-84.2903075,56.509,12/20/23 0:00,1155.0,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,1/3/24 9:34,False,289,Accepted
32628127,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.91339753,-85.68757694,111.001,12/19/23 0:00,1309.0,2,2,0,2,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,,,12/22/23 15:07,False,1275,Accepted
32644886,150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.81339333,-85.73870208,103.323,12/19/23 0:00,1640.0,2,2,0,1,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/23 12:16,False,603,Accepted
32612345,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,I71 N,,,,,,,,,38.32630864,-85.54872686,11.087,12/18/23 0:00,1415.0,2,2,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/19/23 8:34,False,7316,Accepted
32692307,1100000,TODD COUNTY SHERIFF DEPARTMENT,Accepted,TODD,US0079,,US79,,,,,,,,,36.66914943,-87.16191295,3.007,12/17/23 0:00,1601.0,2,2,0,0,CLEAR,DRY,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,,,1/6/24 10:15,False,717,Accepted
32604587,180100,MURRAY POLICE DEPARTMENT,Accepted,CALLOWAY,US0641X,200,4TH,ST,N,,,,,,,36.61175354,-88.30192853,1.762,12/15/23 0:00,1049.0,2,2,0,0,CLEAR,DRY,False,COLLISION IN PARKING LOT,BACKING,STRAIGHT & GRADE,DAYLIGHT,,,12/17/23 8:24,False,147,Accepted
32607749,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.27685604,-85.50024056,29.248,12/15/23 0:00,1100.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/18/23 8:49,False,7571,Accepted
32623313,1190000,WOLFE COUNTY SHERIFF DEPT.,Accepted,WOLFE,KY9009,,KY9009,,,,,,,,,37.76548091,-83.34355299,57.148,12/15/23 0:00,1102.0,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,12/21/23 12:29,False,11,Accepted
32601987,300100,OWENSBORO POLICE DEPARTMENT,Accepted,DAVIESS,,,VEACH,RD,,,DIETERLE,,,,,37.74656857,-87.10164399,0.635,12/14/23 0:00,1020.0,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/16/23 10:03,False,352,Accepted
32587279,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,FERN VALLEY,RD,,,HANSES,,,,,38.15712662,-85.67993245,2.89,12/14/23 0:00,1346.0,3,3,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/15/23 7:30,False,5542,Accepted
32587277,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,,,,,,,,,,38.31414551,-85.58415559,0.07,12/14/23 0:00,945.0,2,2,0,0,CLEAR,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & GRADE,DAYLIGHT,I 0071,I 0265,12/15/23 7:30,False,7316,Accepted
32607785,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,,,,,,,38.28543538,-85.50676999,29.982,12/13/23 0:00,1604.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/18/23 8:52,False,8461,Accepted
32602521,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.86482783,-85.70611389,107.413,12/13/23 0:00,1835.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/16/23 15:44,False,1182,Accepted
32578460,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.81707361,-85.73495571,103.649,12/13/23 0:00,735.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,,,12/13/23 10:53,False,1033,Accepted
32605990,470000,HARDIN COUNTY SHERIFF DEPT.,Accepted,HARDIN,I 0065,,I65 SB,,,,,,,,,37.62018067,-85.86366028,87.349,12/12/23 0:00,1830.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/17/23 23:02,False,6,Accepted
32607716,710100,RUSSELLVILLE POLICE DEPARTMENT,Accepted,LOGAN,KY2146,,NASHVILLE,ST,,,,,,,,36.82551493,-86.88722522,1.216,12/11/23 0:00,1459.0,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,12/18/23 8:47,False,823,Accepted
32577793,1180100,CORBIN POLICE DEPARTMENT,Accepted,WHITLEY,US0025W,,CUMBERLAND FALLS,HWY,,KY0727,5TH STREET,,,,,36.90976946,-84.15173718,28.244,12/11/23 0:00,1627.0,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/13/23 8:32,False,414,Accepted
32565882,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,108 MM,I65 N,,,,,I 0065,I65 N EXIT105 ON RAMP FROM KY61,I 0065,I65 TURN AROUND107,37.8494257,-85.71406712,106.276,12/10/23 0:00,1330.0,1,1,0,1,CLOUDY,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,12/11/23 0:31,False,1229,Accepted
32567355,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 WB,,,,,,,,,38.2772435,-85.80680916,1.152,12/9/23 0:00,1540.0,2,2,0,0,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/23 8:28,False,5025,Accepted
32567404,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 WB,,,,,,,,,38.27908206,-85.82256919,0.112,12/9/23 0:00,1040.0,2,2,0,0,CLOUDY,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/23 8:31,False,5282,Accepted
32587389,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.27509575,-85.81276905,0.809,12/8/23 0:00,1057.0,2,1,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/15/23 7:53,True,4903,Accepted
32567178,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.25560561,-85.50259894,27.72,12/8/23 0:00,745.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,12/11/23 8:16,False,7316,Accepted
32567161,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.2224798,-85.51652732,18.384,12/8/23 0:00,802.0,2,2,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,12/11/23 8:15,False,4903,Accepted
32567164,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.27507568,-85.8127495,0.826,12/8/23 0:00,1057.0,2,2,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/23 8:15,False,4903,Accepted
32567158,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.22390814,-85.50551484,25.528,12/8/23 0:00,624.0,1,1,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,12/11/23 8:15,False,4903,Accepted
32587273,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.22328349,-85.50577234,25.477,12/8/23 0:00,624.0,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,12/15/23 7:30,True,4903,Accepted
32559133,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,3480,GREENTREE,RD,,,,,,,,37.98591498,-84.48631146,0.503,12/7/23 0:00,1830.0,1,1,0,0,CLEAR,MUD-DIRT,False,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK (UNKNOWN ROADWAY LIGHTING),,,12/8/23 14:23,False,59561,Accepted
32566985,340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,KY0004,,NEW CIRCLE,RD,W,,,KY0004,KY4 EXIT2 ON RAMP FROM US68,KY0004,KY4 EXIT19 RAMP TO US27,38.00887416,-84.54916206,1.761,12/7/23 0:00,853.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/23 7:42,False,56481,Accepted
32548292,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 NB,,,,,,,,,38.29097479,-85.53770315,31.785,12/6/23 0:00,524.0,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,12/6/23 9:18,False,5355,Accepted
32567590,710100,RUSSELLVILLE POLICE DEPARTMENT,Accepted,LOGAN,KY2146,1211,NASHVILLE,ST,,,,,,,,36.82537235,-86.88715821,1.204,12/6/23 0:00,1145.0,2,2,0,1,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,12/11/23 8:58,False,828,Accepted
32557726,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PARK,RD,S,,,,STINNETT,,AIR COMMERCE DR CONN,38.11657421,-85.72604866,2.876,12/6/23 0:00,950.0,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/8/23 8:33,False,5560,Accepted
32548520,730100,PADUCAH POLICE DEPARTMENT,Accepted,MCCRACKEN,,,19TH,ST,N,,JEFFERSON,,,,,37.07920236,-88.62032334,0.368,12/5/23 0:00,1157.0,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/23 10:01,False,242,Accepted
32548083,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.30941678,-85.57191533,34.059,12/5/23 0:00,759.0,3,3,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/23 9:01,False,4903,Accepted
32548311,KSP0900,KY STATE POLICE POST 09,Accepted,PIKE,KY0197,,ELKHORN,CRK,,,,,,,,37.26989942,-82.42015853,10.751,12/5/23 0:00,1015.0,2,2,0,0,CLOUDY,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/23 9:21,False,452,Accepted
32543849,590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.04018197,-84.60975218,0.669,12/5/23 0:00,710.0,2,2,0,0,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,12/5/23 13:29,False,141,Accepted
32549657,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND107,I 0065,I65 TURN AROUND109,37.87860508,-85.70212429,108.422,12/5/23 0:00,2325.0,1,1,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/6/23 14:25,False,1282,Accepted
32549505,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,109.5,I65 N,,,,,,,,,37.90339034,-85.69431242,110.223,12/5/23 0:00,2110.0,1,1,0,0,CLEAR,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,12/6/23 13:42,False,1182,Accepted
32646187,150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.82722596,-85.72177898,104.636,12/5/23 0:00,1300.0,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/23 19:19,False,601,Accepted
32548211,568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,I 0265,I265 N EXIT27 OFF RAMP TO US60,,,,,38.2373503,-85.50404288,26.493,12/5/23 0:00,1154.0,2,2,0,0,RAINING,WET,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/23 9:09,False,7316,Accepted
32544337,680000,LEWIS COUNTY SHERIFF DEPT.,Accepted,LEWIS,KY0377,,KY377,,,,,,,,,38.48004356,-83.37537024,8.181,12/4/23 0:00,927.0,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,12/5/23 15:03,False,105,Accepted
32559541,KSP0400,KY STATE POLICE POST 04,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.82701851,-85.72200515,104.618,12/4/23 0:00,647.0,1,1,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,12/8/23 16:04,False,555,Accepted
32541960,250100,WINCHESTER POLICE DEPARTMENT,Accepted,CLARK,KY0627,,MAPLE,ST,N,KY0089,WASHINGTON,,,,,37.99577324,-84.17769144,8.11,12/4/23 0:00,1319.0,1,1,0,0,RAINING,WET,True,COLLISION WITH FIXED OBJECT IN INTERSECTION - FIRST EVENT COLLISION 09 - 32,SINGLE VEHICLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/5/23 3:10,False,8061,Accepted
32575111,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.89078049,-85.69966487,109.28,12/4/23 0:00,1928.0,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,12/12/23 17:19,True,1284,Accepted
32532066,150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 SB,,,,,,,,,37.9191702,-85.68747229,111.406,12/2/23 0:00,630.0,2,2,0,0,CLOUDY,WET,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,12/2/23 13:42,False,1014,Accepted
