IncidentID,AgencyORI,AgencyName,IncidentStatusDesc,County,RdwyNumber,Street,RoadwayName,StreetSfx,StreetDir,IntersectionRdwy,IntersectionRdwyName,BetweenStRdwy1,BetweenStRdwyName1,BetweenStRdwy2,BetweenStRdwyName2,Latitude,Longitude,Milepoint,CollisionDate,CollisionTime,UnitsInvolved,MotorVehiclesInvolved,NumberKilled,NumberInjured,Weather,RdwyConditionCode,HitandRun,DirAnalysisCode,MannerofCollision,RdwyCharacter,LightCondition,RampFromRdwyId,RampToRdwyId,AcceptedDate,IsSecondaryCollision,OwnerBadge,IncidentStatus,
32645037,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND107,I 0065,I65 TURN AROUND109,37.874671484,-85.702756425,108.147,12/24/2023 12:00:00 AM,1437,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/2023 1:25:48 PM,False,1113,Accepted,
32634337,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.886749644,-85.698861429,109.001,12/22/2023 12:00:00 AM,1753,1,1,0,1,CLEAR,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/25/2023 12:29:10 AM,False,1170,Accepted,
32639784,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,I 0064,I64 EB EXIT19A RAMP TO I265 SB,,,,,38.218659447,-85.506125794,25.168,12/22/2023 12:00:00 AM,1142,2,2,0,0,CLOUDY,DRY,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/27/2023 7:25:09 AM,False,7751,Accepted,
32643976,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,,,,,,,38.243698465,-85.503701406,26.896,12/22/2023 12:00:00 AM,1302,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/2023 7:29:38 AM,False,8461,Accepted,
32630843,0150100,SHEPHERDSVILLE POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 SB,,,,,,,,,37.939002064,-85.688618747,112.777,12/22/2023 12:00:00 AM,1350,2,2,0,2,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/23/2023 2:36:27 PM,False,076,Accepted,
32704091,0430000,GRAYSON COUNTY SHERIFF DEPT.,Accepted,GRAYSON,KY0259,,ANNETA,RD,,,MCGREW CHURCH,,,,,37.361626590,-86.241690673,2.533,12/22/2023 12:00:00 AM,1053,2,2,0,0,CLEAR,DRY,True,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,1/9/2024 10:01:38 AM,False,102,Accepted,
32630613,0300000,DAVIESS COUNTY SHERIFF DEPT.,Accepted,DAVIESS,AU9005,2000 BLK,AU9005 W,,,,,,,,,37.762472942,-87.234599635,19.520,12/21/2023 12:00:00 AM,1024,2,2,0,2,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/23/2023 10:53:55 AM,False,1114,Accepted,
32676754,KSP1100,KY STATE POLICE POST 11,Accepted,ROCKCASTLE,I 0075,,I75 N,,,,,,,,,37.310058248,-84.290307500,56.509,12/20/2023 12:00:00 AM,1155,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,1/3/2024 9:34:01 AM,False,289,Accepted,
32628127,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.913397530,-85.687576942,111.001,12/19/2023 12:00:00 AM,1309,2,2,0,2,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,CURVE & LEVEL,DAYLIGHT,,,12/22/2023 3:07:08 PM,False,1275,Accepted,
32644886,0150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.813393332,-85.738702080,103.323,12/19/2023 12:00:00 AM,1640,2,2,0,1,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/2023 12:16:19 PM,False,603,Accepted,
32612345,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,I71 N,,,,,,,,,38.326308641,-85.548726860,11.087,12/18/2023 12:00:00 AM,1415,2,2,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/19/2023 8:34:42 AM,False,7316,Accepted,
32692307,1100000,TODD COUNTY SHERIFF DEPARTMENT,Accepted,TODD,US0079,,US79,,,,,,,,,36.669149433,-87.161912952,3.007,12/17/2023 12:00:00 AM,1601,2,2,0,0,CLEAR,DRY,True,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DUSK,,,1/6/2024 10:15:39 AM,False,717,Accepted,
32604587,0180100,MURRAY POLICE DEPARTMENT,Accepted,CALLOWAY,US0641X,200,4TH,ST,N,,,,,,,36.611753537,-88.301928530,1.762,12/15/2023 12:00:00 AM,1049,2,2,0,0,CLEAR,DRY,False,COLLISION IN PARKING LOT,BACKING,STRAIGHT & GRADE,DAYLIGHT,,,12/17/2023 8:24:38 AM,False,147,Accepted,
32607749,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.276856036,-85.500240557,29.248,12/15/2023 12:00:00 AM,1100,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/18/2023 8:49:09 AM,False,7571,Accepted,
32623313,1190000,WOLFE COUNTY SHERIFF DEPT.,Accepted,WOLFE,KY9009,,KY9009,,,,,,,,,37.765480910,-83.343552986,57.148,12/15/2023 12:00:00 AM,1102,1,1,0,0,CLEAR,DRY,False,COLLISION WITH FIXED OBJECT NON - INTERSECTION - FIRST EVENT COLLISION 09 - 32 EXCLUDING 16,SINGLE VEHICLE,STRAIGHT & HILLCREST,DAYLIGHT,,,12/21/2023 12:29:16 PM,False,11,Accepted,
32601987,0300100,OWENSBORO POLICE DEPARTMENT,Accepted,DAVIESS,,,VEACH,RD,,,DIETERLE,,,,,37.746568570,-87.101643986,0.635,12/14/2023 12:00:00 AM,1020,2,2,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/16/2023 10:03:54 AM,False,352,Accepted,
32587279,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,KY1747,,FERN VALLEY,RD,,,HANSES,,,,,38.157126616,-85.679932451,2.890,12/14/2023 12:00:00 AM,1346,3,3,0,0,CLEAR,DRY,False,OTHER INTERSECTION COLLISIONS,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/15/2023 7:30:41 AM,False,5542,Accepted,
32587277,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0071,,,,,,,,,,,38.314145507,-85.584155591,0.070,12/14/2023 12:00:00 AM,0945,2,2,0,0,CLEAR,DRY,False,OTHER RAMP RELATED COLLISIONS NOT LISTED ABOVE,REAR END,CURVE & GRADE,DAYLIGHT,I 0071,I 0265,12/15/2023 7:30:32 AM,False,7316,Accepted,
32607785,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 SB,,,,,,,,,38.285435381,-85.506769992,29.982,12/13/2023 12:00:00 AM,1604,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/18/2023 8:52:12 AM,False,8461,Accepted,
32602521,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.864827834,-85.706113889,107.413,12/13/2023 12:00:00 AM,1835,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/16/2023 3:44:42 PM,False,1182,Accepted,
32578460,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 N,,,,,,,,,37.817073609,-85.734955713,103.649,12/13/2023 12:00:00 AM,0735,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAWN,,,12/13/2023 10:53:40 AM,False,1033,Accepted,
32605990,0470000,HARDIN COUNTY SHERIFF DEPT.,Accepted,HARDIN,I 0065,,I65 SB,,,,,,,,,37.620180671,-85.863660279,87.349,12/12/2023 12:00:00 AM,1830,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/17/2023 11:02:44 PM,False,6,Accepted,
32607716,0710100,RUSSELLVILLE POLICE DEPARTMENT,Accepted,LOGAN,KY2146,,NASHVILLE,ST,,,,,,,,36.825514928,-86.887225216,1.216,12/11/2023 12:00:00 AM,1459,2,2,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,12/18/2023 8:47:08 AM,False,823,Accepted,
32577793,1180100,CORBIN POLICE DEPARTMENT,Accepted,WHITLEY,US0025W,,CUMBERLAND FALLS,HWY,,KY0727,5TH STREET,,,,,36.909769457,-84.151737175,28.244,12/11/2023 12:00:00 AM,1627,2,2,0,0,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/13/2023 8:32:12 AM,False,414,Accepted,
32565882,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,108 MM,I65 N,,,,,I 0065,I65 N EXIT105 ON RAMP FROM KY61,I 0065,I65 TURN AROUND107,37.849425701,-85.714067122,106.276,12/10/2023 12:00:00 AM,1330,1,1,0,1,CLOUDY,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DAYLIGHT,,,12/11/2023 12:31:54 AM,False,1229,Accepted,
32567355,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 WB,,,,,,,,,38.277243495,-85.806809156,1.152,12/9/2023 12:00:00 AM,1540,2,2,0,0,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/2023 8:28:06 AM,False,5025,Accepted,
32567404,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 WB,,,,,,,,,38.279082056,-85.822569187,0.112,12/9/2023 12:00:00 AM,1040,2,2,0,0,CLOUDY,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/2023 8:31:58 AM,False,5282,Accepted,
32587389,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.275095747,-85.812769054,0.809,12/8/2023 12:00:00 AM,1057,2,1,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/15/2023 7:53:47 AM,True,4903,Accepted,
32567178,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.255605609,-85.502598943,27.720,12/8/2023 12:00:00 AM,0745,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & GRADE,DAYLIGHT,,,12/11/2023 8:16:33 AM,False,7316,Accepted,
32567161,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.222479797,-85.516527322,18.384,12/8/2023 12:00:00 AM,0802,2,2,0,0,CLOUDY,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,CURVE & LEVEL,DAYLIGHT,,,12/11/2023 8:15:39 AM,False,4903,Accepted,
32567164,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0064,,I64 E,,,,,,,,,38.275075675,-85.812749502,0.826,12/8/2023 12:00:00 AM,1057,2,2,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/2023 8:15:46 AM,False,4903,Accepted,
32567158,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.223908135,-85.505514835,25.528,12/8/2023 12:00:00 AM,0624,1,1,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,12/11/2023 8:15:18 AM,False,4903,Accepted,
32587273,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 S,,,,,,,,,38.223283487,-85.505772335,25.477,12/8/2023 12:00:00 AM,0624,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DARK-HWY LIGHTED/OFF,,,12/15/2023 7:30:12 AM,True,4903,Accepted,
32559133,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,,3480,GREENTREE,RD,,,,,,,,37.985914976,-84.486311457,0.503,12/7/2023 12:00:00 AM,1830,1,1,0,0,CLEAR,MUD-DIRT,False,RAN OFF ROADWAY (1 VEHICLE WITH/EARTH EMBANKMENT/DITCH),SINGLE VEHICLE,STRAIGHT & HILLCREST,DARK (UNKNOWN ROADWAY LIGHTING),,,12/8/2023 2:23:07 PM,False,59561,Accepted,
32566985,0340200,LEXINGTON POLICE DEPARTMENT,Accepted,FAYETTE,KY0004,,NEW CIRCLE,RD,W,,,KY0004,KY4 EXIT2 ON RAMP FROM US68,KY0004,KY4 EXIT19 RAMP TO US27,38.008874161,-84.549162064,1.761,12/7/2023 12:00:00 AM,0853,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/11/2023 7:42:35 AM,False,56481,Accepted,
32548292,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 NB,,,,,,,,,38.290974788,-85.537703152,31.785,12/6/2023 12:00:00 AM,0524,2,2,0,0,CLEAR,DRY,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,12/6/2023 9:18:38 AM,False,5355,Accepted,
32567590,0710100,RUSSELLVILLE POLICE DEPARTMENT,Accepted,LOGAN,KY2146,1211,NASHVILLE,ST,,,,,,,,36.825372348,-86.887158210,1.204,12/6/2023 12:00:00 AM,1145,2,2,0,1,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & HILLCREST,DAYLIGHT,,,12/11/2023 8:58:25 AM,False,828,Accepted,
32557726,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,,,PARK,RD,S,,,,STINNETT,,AIR COMMERCE DR CONN,38.116574211,-85.726048656,2.876,12/6/2023 12:00:00 AM,0950,2,2,0,0,CLEAR,DRY,False,1 VEHICLE ENTERING/LEAVING ENTRANCE,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/8/2023 8:33:00 AM,False,5560,Accepted,
32548520,0730100,PADUCAH POLICE DEPARTMENT,Accepted,MCCRACKEN,,,19TH,ST,N,,JEFFERSON,,,,,37.079202360,-88.620323335,0.368,12/5/2023 12:00:00 AM,1157,2,2,0,1,CLEAR,DRY,False,ANGLE COLLISION - OTHER,ANGLE,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/2023 10:01:56 AM,False,242,Accepted,
32548083,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,,,,,,,38.309416777,-85.571915333,34.059,12/5/2023 12:00:00 AM,0759,3,3,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/2023 9:01:58 AM,False,4903,Accepted,
32548311,KSP0900,KY STATE POLICE POST 09,Accepted,PIKE,KY0197,,ELKHORN,CRK,,,,,,,,37.269899419,-82.420158531,10.751,12/5/2023 12:00:00 AM,1015,2,2,0,0,CLOUDY,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/2023 9:21:23 AM,False,452,Accepted,
32543849,0590300,ERLANGER POLICE DEPARTMENT,Accepted,KENTON,I 0275,,I275 W,,,,,,,,,39.040181973,-84.609752175,0.669,12/5/2023 12:00:00 AM,0710,2,2,0,0,RAINING,WET,False,REAR END IN TRAFFIC LANES BOTH VEHICLES MOVING,REAR END,STRAIGHT & LEVEL,DARK-HWY LIGHTED/ON,,,12/5/2023 1:29:39 PM,False,141,Accepted,
32549657,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,,I65 NB,,,,,I 0065,I65 TURN AROUND107,I 0065,I65 TURN AROUND109,37.878605075,-85.702124290,108.422,12/5/2023 12:00:00 AM,2325,1,1,0,0,CLOUDY,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,STRAIGHT & LEVEL,DARK-HWY NOT LIGHTED,,,12/6/2023 2:25:22 PM,False,1282,Accepted,
32549505,0150000,BULLITT COUNTY SHERIFF DEPT.,Accepted,BULLITT,I 0065,109.5,I65 N,,,,,,,,,37.903390337,-85.694312421,110.223,12/5/2023 12:00:00 AM,2110,1,1,0,0,CLEAR,DRY,False,OTHER COLLISIONS ON SHOULDER,SINGLE VEHICLE,CURVE & LEVEL,DARK-HWY NOT LIGHTED,,,12/6/2023 1:42:19 PM,False,1182,Accepted,
32646187,0150200,LEBANON JUNCTION POLICE DEPT.,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.827225960,-85.721778981,104.636,12/5/2023 12:00:00 AM,1300,2,2,0,0,CLEAR,DRY,False,SIDESWIPE COLLISION - SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/28/2023 7:19:14 PM,False,601,Accepted,
32548211,0568000,LOUISVILLE METRO POLICE DEPT,Accepted,JEFFERSON,I 0265,,I265 N,,,I 0265,I265 N EXIT27 OFF RAMP TO US60,,,,,38.237350304,-85.504042875,26.493,12/5/2023 12:00:00 AM,1154,2,2,0,0,RAINING,WET,False,SIDESWIPE-SAME DIRECTION,SIDESWIPE-SAME DIRECTION,STRAIGHT & LEVEL,DAYLIGHT,,,12/6/2023 9:09:07 AM,False,7316,Accepted,
32544337,0680000,LEWIS COUNTY SHERIFF DEPT.,Accepted,LEWIS,KY0377,,KY377,,,,,,,,,38.480043561,-83.375370238,8.181,12/4/2023 12:00:00 AM,0927,2,2,0,0,CLOUDY,DRY,False,1 VEHICLE PARKED POSITION (NOT PARKING LOT/DRIVEWAY),SIDESWIPE-SAME DIRECTION,CURVE & LEVEL,DAYLIGHT,,,12/5/2023 3:03:55 PM,False,105,Accepted,
32559541,KSP0400,KY STATE POLICE POST 04,Accepted,BULLITT,I 0065,,I65 S,,,,,,,,,37.827018508,-85.722005147,104.618,12/4/2023 12:00:00 AM,0647,1,1,0,0,CLEAR,DRY,False,OTHER ROADWAY OR MID-BLOCK COLLISION,SINGLE VEHICLE,CURVE & LEVEL,DARK (UNKNOWN ROADWAY LIGHTING),,,12/8/2023 4:04:32 PM,False,555,Accepted,
